Response Substituted or Provided by Team,PCC.Crack-Joint Seal.,,,,,,,,,
"30% slabs, Patches Low sev",Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Patch.30.Low.png,
"30% slabs, Patches Med sev",Do Nothing,PCC.Partial.Patch.30.Medium.png,Do Nothing,PCC.Partial.Patch.30.Medium.png,Do Nothing,PCC.Partial.Patch.30.Medium.png,Do Nothing,PCC.Partial.Patch.30.Medium.png,Patch.30.Medium.png,
"30% slabs, Patches Hi sev",PCC.Partial.Patch.30.High.png,PCC.Full-Depth.Patch.30.High.png,PCC.Partial.Patch.30.High.png,PCC.Full-Depth.Patch.30.High.png,PCC.Partial.Patch.30.High.png,PCC.Full-Depth.Patch.30.High.png,PCC.Partial.Patch.30.High.png,PCC.Full-Depth.Patch.30.High.png,Patch.30.High.png,
"50% slabs, Patches Low sev",Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Patch.50.Low.png,
"50% slabs, Patches Med sev",PCC.Full-Depth.Patch.50.Medium.png,PCC.Partial.Patch.50.Medium.png,PCC.Full-Depth.Patch.50.Medium.png,PCC.Partial.Patch.50.Medium.png,PCC.Full-Depth.Patch.50.Medium.png,PCC.Partial.Patch.50.Medium.png,PCC.Partial.Patch.50.Medium.png,PCC.Full-Depth.Patch.50.Medium.png,Patch.50.Medium.png,
"50% slabs, Patches Hi sev",PCC.Full-Depth.Patch.50.High.png,PCC.Partial.Patch.50.High.png,PCC.Full-Depth.Patch.50.High.png,PCC.Partial.Patch.50.High.png,PCC.Full-Depth.Patch.50.High.png,PCC.Partial.Patch.50.High.png,PCC.Partial.Patch.50.High.png,PCC.Full-Depth.Patch.50.High.png,Patch.50.High.png,
10% slabs Fault Low sev,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,Do Nothing,PCC.Crack-Joint Seal.Fault.10.Low.png,Fault.10.Low.png,
10% slabs Fault Med sev,Do Nothing,PCC.Crack-Joint Seal.Fault.10.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Fault.10.Medium.png,Do Nothing,PCC.Crack-Joint Seal.Fault.10.Medium.png,PCC.Slab-Jack.Fault.10.Medium.png,PCC.Crack-Joint Seal.Fault.10.Medium.png,Fault.10.Medium.png,
10% slabs Fault Hi sev,PCC.Grind.Fault.10.High.png,PCC.Slab-Jack.Fault.10.High.png,PCC.Grind.Fault.10.High.png,PCC.Slab-Jack.Fault.10.High.png,PCC.Grind.Fault.10.High.png,PCC.Slab-Jack.Fault.10.High.png,PCC.Slab-Jack.Fault.10.High.png,PCC.Grind.Fault.10.High.png,Fault.10.High.png,
30% slabs Fault Low sev,PCC.Crack-Joint Seal.Fault.30.Low.png,Do Nothing,PCC.Crack-Joint Seal.Fault.30.Low.png,Do Nothing,PCC.Crack-Joint Seal.Fault.30.Low.png,Do Nothing,"PCC.Crack-Joint Seal.Fault.30.Low.png, or PCC.Slab-Jack.Fault.30.Low.png",Do Nothing,Fault.30.Low.png,
30% slabs Fault Med sev,PCC.Slab-Jack.Fault.30.Medium.png,PCC.Grind.Fault.30.Medium.png,PCC.Slab-Jack.Fault.30.Medium.png,PCC.Grind.Fault.30.Medium.png,PCC.Slab-Jack.Fault.30.Medium.png,PCC.Grind.Fault.30.Medium.png,"PCC.Crack-Joint Seal.Fault.30.Medium.png, or PCC.Slab-Jack.Fault.30.Medium.png",PCC.Grind.Fault.30.Medium.png,Fault.30.Medium.png,
30% slabs Fault Hi sev,PCC.Grind.Fault.30.High.png,PCC.Recon.Fault.30.High.png,PCC.Grind.Fault.30.High.png,PCC.Recon.Fault.30.High.png,PCC.Grind.Fault.30.High.png,PCC.Recon.Fault.30.High.png,PCC.Slab-Jack.Fault.30.High.png,PCC.Grind.Fault.30.High.png,Fault.30.High.png,
,,,,,,,,,,
